Start Time,End Time,First Name,Last Name,Phone,Email,Type,Calendar,Appointment Price,Paid?,Amount Paid Online,Certificate Code,Notes,Date Scheduled,Label,Scheduled By,"Име на компанията, в която работите | Name of the company you work for  ",Служебен имейл | Work email  ,Предпочитани платформи | Preferred platforms  ,Appointment ID
"January 27, 2021 17:00","January 27, 2021 17:50",Габи,Пенджакова,811221229,gabi.pendzhakova@mail.bg,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-01-22,,a client ,BlueNova,g.pendzhakova@bluenova.com,"Zoom, Skype, Viber",513281915
"January 27, 2021 18:00","January 27, 2021 18:50",Charlie,Santana,889238292,charlie.santana@msn.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Мария Георгиева | Maria Georgieva,0,no,0,,,2021-01-07,,a client ,BlueNova,c.santana@bluenova.com,,504012362
"January 27, 2021 18:00","January 27, 2021 18:50",Махно,Вампирска,818201222,maxno.vampirska@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-01-19,,a client ,BlueNova,m.vampirska@bluenova.com,Skype,511319718
"January 27, 2021 19:30","January 27, 2021 20:20",Финдо,Прошков,818502512,hello@test.jp,NexaTech | Online leadership training | Онлайн тренинг за лидери,Жана Иванова | Zhana Ivanova,0,no,0,,,2021-01-26,,a client ,NexaTech,f.proshkov@nexatech.com,Zoom,515891892
"January 28, 2021 11:00","January 28, 2021 11:50",Явлен,Куртажова,895220035,yavlen.kurtazhova@abv.bg,Vortex | Online leadership training | Онлайн тренинг за лидери,Иван Тодоров | Ivan Todorov,0,no,0,,,2021-01-26,,a client ,Vortex,y.kurtazhova@vortex.com,Zoom,515725107
"January 28, 2021 13:00","January 28, 2021 13:50",Сташа,Балахуров,893210120,stasha.balaxurov@mail.bg,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Стоянов | Georgi Stoyanov,0,no,0,,,2021-01-13,,hello@test.jp,,,,507739252
"January 28, 2021 15:00","January 28, 2021 15:50",Панделис,Каракашев,883331511,pandelis.karakashev@yahoo.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-01-20,,a client ,BlueNova,p.karakashev@bluenova.com,Skype,512142219
"January 28, 2021 16:00","January 28, 2021 16:50",Полексина,Градинарова,889221132,hello@test.jp,NexaTech | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-01-20,,a client ,NexaTech,p.gradinarova@nexatech.com,Viber,512058960
"January 28, 2021 17:00","January 28, 2021 17:50",Шамо,Щърбов,818182591,shamo.shharbov@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-01-14,,a client ,BlueNova,s.shharbov@bluenova.com,"Zoom, Skype",508505888
"January 28, 2021 18:00","January 28, 2021 18:50",Денчо,Кочеткова,889251928,dencho.kochetkova@yahoo.com,Vortex | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-01-21,,a client ,Vortex,d.kochetkova@vortex.com,Viber,512752000
"January 28, 2021 18:30","January 28, 2021 19:20",Гердан,Белоконска-Вражалска,882552252,gerdan.belokonska-vrazhalska@mail.bg,Vortex | Online leadership training | Онлайн тренинг за лидери,Иван Тодоров | Ivan Todorov,0,no,0,,,2021-01-20,,a client ,Vortex,g.belokonska-vrazhalska@vortex.com,Viber,512046486
"January 29, 2021 11:00","January 29, 2021 11:50",Огнена,Кукуряшков,,hello@test.jp,NexaTech | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-01-14,,a client ,NexaTech,o.kukuryashkov@nexatech.com,Zoom,508660078
"January 29, 2021 17:00","January 29, 2021 17:50",Деспинка,Чанлиева,889101011,despinka.chanlieva@abv.bg,BlueNova | Online leadership training | Онлайн тренинг за лидери,,0,no,0,,,2021-01-22,,client logged in asdespinka.chanlieva@abv.bg,BlueNova,d.chanlieva@bluenova.com,Zoom,513455580
"January 29, 2021 18:30","January 29, 2021 19:20",Alijah,Crawford,818385881,alijah.crawford@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Иван Тодоров | Ivan Todorov,0,no,0,,,2021-01-25,,a trainer,,,,515091402
"February 1, 2021 11:00","February 1, 2021 11:50",Флавия,Градинарова,888291252,flaviya.gradinarova@yahoo.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Георги Стоянов | Georgi Stoyanov,0,no,0,,,2021-01-15,,a client ,BlueNova,f.gradinarova@bluenova.com,,509178161
"February 1, 2021 12:00","February 1, 2021 12:50",Bryan,Christensen,359888882922,bryan.christensen@yandex.ru,BlueNova | Online leadership training | Онлайн тренинг за лидери,,0,no,0,,,2021-01-20,,a client ,BlueNova,b.christensen@bluenova.com,"Zoom, Viber",512099648
"February 1, 2021 14:00","February 1, 2021 14:50",Финдо,Градинарова,882252233,findo.gradinarova@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Жана Иванова | Zhana Ivanova,0,no,0,,,2021-01-18,,client logged in asfindo.gradinarova@gmail.com,BlueNova,f.gradinarova@bluenova.com,"Zoom, Viber",510622004
"February 1, 2021 16:00","February 1, 2021 16:50",Alessandra,Bentley,883322211,alessandra.bentley@yandex.ru,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-01-13,,client logged in asalessandra.bentley@yandex.ru,BlueNova,a.bentley@bluenova.com,"Zoom, Skype",507793635
"February 1, 2021 16:00","February 1, 2021 16:50",Norah,Fischer,359882112912,norah.fischer@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Мария Георгиева | Maria Georgieva,0,no,0,,,2021-01-26,,a trainer,,,,515995683
"February 1, 2021 17:30","February 1, 2021 18:20",Tripp,Vang,895899111,tripp.vang@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Иван Тодоров | Ivan Todorov,0,no,0,,,2021-01-25,,a trainer,,,,515229846
"February 1, 2021 18:00","February 1, 2021 18:50",Настимир,Пръндачка,885210310,nastimir.prandachka@gmail.com,Vortex | Online leadership training | Онлайн тренинг за лидери,Мария Георгиева | Maria Georgieva,0,no,0,,,2021-01-22,,a trainer,,,,513394036
"February 1, 2021 18:30","February 1, 2021 19:20",Силяна,Таралингова,883329132,hello@test.jp,NexaTech | Online leadership training | Онлайн тренинг за лидери,Иван Тодоров | Ivan Todorov,0,no,0,,,2021-01-18,,a trainer,,,,510805738
"February 1, 2021 19:00","February 1, 2021 19:50",Cassius,Ayers,359898382823,cassius.ayers@msn.com,Vortex | Leadership training in person | Тренинг за лидери на живо,Мария Георгиева | Maria Georgieva,0,no,0,,,2021-01-14,,a client ,Vortex,c.ayers@vortex.com,,508686090
"February 2, 2021 16:30","February 2, 2021 17:20",Rex,Ortega,899225322,rex.ortega@yandex.ru,BlueNova | Online leadership training | Онлайн тренинг за лидери,Мария Георгиева | Maria Georgieva,0,no,0,,,2021-01-19,,a client ,BlueNova,r.ortega@bluenova.com,Zoom,511543740
"February 2, 2021 17:00","February 2, 2021 17:50",Нешка,Иванов,882808082,neshka.ivanov@yahoo.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-01-07,,client logged in asneshka.ivanov@yahoo.com,BlueNova,n.ivanov@bluenova.com,"Zoom, Skype",504013593
"February 2, 2021 18:30","February 2, 2021 19:20",Charlie,Santana,889238292,charlie.santana@msn.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Мария Георгиева | Maria Georgieva,0,no,0,,,2021-01-18,,client logged in ascharlie.santana@msn.com,BlueNova,c.santana@bluenova.com,,510751718
"February 3, 2021 10:00","February 3, 2021 10:50",Деспинка,Чанлиева,889101011,despinka.chanlieva@abv.bg,BlueNova | Online leadership training | Онлайн тренинг за лидери,,0,no,0,,,2021-01-30,,client logged in asdespinka.chanlieva@abv.bg,BlueNova,d.chanlieva@bluenova.com,Zoom,518705146
"February 3, 2021 10:30","February 3, 2021 11:20",Tanya,Hardy,881853522,tanya.hardy@msn.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Стоянов | Georgi Stoyanov,0,no,0,,,2021-01-19,,a trainer,,,,511254489
"February 3, 2021 11:30","February 3, 2021 12:20",Kymani,Mccormick,892251191,kymani.mccormick@yahoo.co.uk,Vortex | Online leadership training | Онлайн тренинг за лидери,,0,no,0,,,2021-02-01,,a client ,Vortex,k.mccormick@vortex.com,Zoom,519546778
"February 3, 2021 12:00","February 3, 2021 12:50",Итан,Габровлиева,898828280,itan.gabrovlieva@gmail.com,Vortex | Online leadership training | Онлайн тренинг за лидери,Иван Тодоров | Ivan Todorov,0,no,0,,,2021-01-31,,a client ,Vortex,i.gabrovlieva@vortex.com,Zoom,518925485
"February 3, 2021 12:30","February 3, 2021 13:20",Lea,Montes,898211318,lea.montes@yandex.ru,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Стоянов | Georgi Stoyanov,0,no,0,,,2021-01-14,,a client ,BlueNova,l.montes@bluenova.com,Zoom,508544758
"February 3, 2021 15:00","February 3, 2021 15:50",Кръстанка,Коритарова,885881182,krastanka.koritarova@abv.bg,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-01-18,,a client ,BlueNova,k.koritarova@bluenova.com,Skype,510663786
"February 3, 2021 16:30","February 3, 2021 17:20",Шинка,Занов,883522500,shinka.zanov@mail.bg,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Стоянов | Georgi Stoyanov,0,no,0,,,2021-01-21,,a client ,BlueNova,s.zanov@bluenova.com,Zoom,512716783
"February 3, 2021 17:30","February 3, 2021 18:20",Божин,Мангъфова,891592201,bozhin.mangafova@gmail.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Иван Тодоров | Ivan Todorov,0,no,0,,,2021-01-26,,a client ,BlueNova,bozhin.mangafova@gmail.com,,515727991
"February 3, 2021 18:30","February 3, 2021 19:20",Маслина,Васовa,359899522008,maslina.vasova@mail.bg,BlueNova | Online leadership training | Онлайн тренинг за лидери,Георги Стоянов | Georgi Stoyanov,0,no,0,,,2021-01-13,,a client ,BlueNova,m.vasova@bluenova.com,Zoom,507947500
"February 4, 2021 15:00","February 4, 2021 15:50",Панделис,Каракашев,883331511,pandelis.karakashev@yahoo.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-01-28,,hello@test.jp,BlueNova,p.karakashev@bluenova.com,,517369166
"February 4, 2021 18:00","February 4, 2021 18:50",Мерилин,Таралингова,811139112,merilin.taralingova@abv.bg,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-01-18,,a client ,BlueNova,m.taralingova@bluenova.com,"Skype, Viber",510680727
"February 5, 2021 8:50","February 5, 2021 9:40",Дилмана,Габровлиева,,,NexaTech | Online leadership training | Онлайн тренинг за лидери,Жана Иванова | Zhana Ivanova,0,no,0,,,2021-01-15,,hello@test.jp,NexaTech,d.gabrovlieva@nexatech.com,Zoom,509145901
"February 5, 2021 11:00","February 5, 2021 11:50",Огнена,Кукуряшков,,hello@test.jp,NexaTech | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-01-29,,a client ,NexaTech,o.kukuryashkov@nexatech.com,Viber,517972677
"February 8, 2021 14:00","February 8, 2021 14:50",Финдо,Градинарова,882252233,findo.gradinarova@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Жана Иванова | Zhana Ivanova,0,no,0,,,2021-01-18,,client logged in asfindo.gradinarova@gmail.com,BlueNova,f.gradinarova@bluenova.com,"Zoom, Viber",510622138
"February 8, 2021 15:00","February 8, 2021 15:50",Киряки,Вампирска,882833928,hello@test.jp,NexaTech | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-01-11,,a client ,NexaTech,k.vampirska@nexatech.com,Viber,506231221
"February 8, 2021 15:00","February 8, 2021 15:50",Щтъркан,Недялков,898213212,shhtarkan.nedyalkov@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Иван Тодоров | Ivan Todorov,0,no,0,,,2021-01-18,,a trainer,,,,510824694
"February 8, 2021 16:00","February 8, 2021 16:50",Жейна,Самоходов,898122229,zhejna.samoxodov@yahoo.com,Vortex | Leadership training in person | Тренинг за лидери на живо,Мария Георгиева | Maria Georgieva,0,no,0,,,2021-01-26,,a trainer,,,,515872900
"February 8, 2021 16:30","February 8, 2021 17:20",Итан,Габровлиева,898828280,itan.gabrovlieva@gmail.com,Vortex | Online leadership training | Онлайн тренинг за лидери,Иван Тодоров | Ivan Todorov,0,no,0,,,2021-02-03,,client logged in asitan.gabrovlieva@gmail.com,Vortex,i.gabrovlieva@vortex.com,Zoom,521205881
"February 8, 2021 17:00","February 8, 2021 17:50",Jayvon,Crane,818182591,jayvon.crane@yahoo.co.uk,BlueNova | Online leadership training | Онлайн тренинг за лидери,Димитър Петров | Dimitar Petrov,0,no,0,,,2021-01-28,,a client ,BlueNova,j.crane@bluenova.com,Skype,517400229
"February 8, 2021 17:00","February 8, 2021 17:50",Norah,Fischer,359882112912,norah.fischer@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Мария Георгиева | Maria Georgieva,0,no,0,,BlueNova,2021-02-01,,a trainer,,,,519684066
"February 8, 2021 17:45","February 8, 2021 18:35",Tripp,Vang,895899111,tripp.vang@gmail.com,BlueNova | Online leadership training | Онлайн тренинг за лидери,Иван Тодоров | Ivan Todorov,0,no,0,,,2021-02-06,,a trainer,,,,523376191
"February 8, 2021 19:00","February 8, 2021 19:50",Charlie,Santana,889238292,charlie.santana@msn.com,BlueNova | Leadership training in person | Тренинг за лидери на живо,Мария Георгиева | Maria Georgieva,0,no,0,,,2021-01-18,,client logged in ascharlie.santana@msn.com,BlueNova,c.santana@bluenova.com,,510751980
"February 9, 2021 16:00","February 9, 2021 16:50",Агнешка,Дачев,883328885,agneshka.dachev@abv.bg,Vortex | Online leadership training | Онлайн тренинг за лидери,Мария Георгиева | Maria Georgieva,0,no,0,,,2021-01-19,,a client ,Vortex,a.dachev@vortex.com,Zoom,511395951
